The Pew Charitable Trusts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Read more about our sources and methodology: https://www.pew.org/en/research-and-analysis/data-visualizations/2014/fiscal-50/reserves-and-balances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reserves and Balances: Reserves and Balances Data ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State/Region,Total balances: days 2000,Total balances: days 2001,Total balances: days 2002,Total balances: days 2003,Total balances: days 2004,Total balances: days 2005,Total balances: days 2006,Total balances: days 2007,Total balances: days 2008,Total balances: days 2009,Total balances: days 2010,Total balances: days 2011,Total balances: days 2012,Total balances: days 2013,Total balances: days 2014,Total balances: days 2015,Total balances: days 2016,Total balances: days 2017,Total balances: days 2018,Total balances: days 2019,Total balances: days 2020,Total balances: days 2021,Total balances: days 2022,Total balances: days 2023,Total balances: days 2024,Total balances: days 2025,Total balances: balances 2000,Total balances: balances 2001,Total balances: balances 2002,Total balances: balances 2003,Total balances: balances 2004,Total balances: balances 2005,Total balances: balances 2006,Total balances: balances 2007,Total balances: balances 2008,Total balances: balances 2009,Total balances: balances 2010,Total balances: balances 2011,Total balances: balances 2012,Total balances: balances 2013,Total balances: balances 2014,Total balances: balances 2015,Total balances: balances 2016,Total balances: balances 2017,Total balances: balances 2018,Total balances: balances 2019,Total balances: balances 2020,Total balances: balances 2021,Total balances: balances 2022,Total balances: balances 2023,Total balances: balances 2024,Total balances: balances 2025,Total balances: % of state spending 2000,Total balances: % of state spending 2001,Total balances: % of state spending 2002,Total balances: % of state spending 2003,Total balances: % of state spending 2004,Total balances: % of state spending 2005,Total balances: % of state spending 2006,Total balances: % of state spending 2007,Total balances: % of state spending 2008,Total balances: % of state spending 2009,Total balances: % of state spending 2010,Total balances: % of state spending 2011,Total balances: % of state spending 2012,Total balances: % of state spending 2013,Total balances: % of state spending 2014,Total balances: % of state spending 2015,Total balances: % of state spending 2016,Total balances: % of state spending 2017,Total balances: % of state spending 2018,Total balances: % of state spending 2019,Total balances: % of state spending 2020,Total balances: % of state spending 2021,Total balances: % of state spending 2022,Total balances: % of state spending 2023,Total balances: % of state spending 2024,Total balances: % of state spending 2025,Rainy day funds: days 2000,Rainy day funds: days 2001,Rainy day funds: days 2002,Rainy day funds: days 2003,Rainy day funds: days 2004,Rainy day funds: days 2005,Rainy day funds: days 2006,Rainy day funds: days 2007,Rainy day funds: days 2008,Rainy day funds: days 2009,Rainy day funds: days 2010,Rainy day funds: days 2011,Rainy day funds: days 2012,Rainy day funds: days 2013,Rainy day funds: days 2014,Rainy day funds: days 2015,Rainy day funds: days 2016,Rainy day funds: days 2017,Rainy day funds: days 2018,Rainy day funds: days 2019,Rainy day funds: days 2020,Rainy day funds: days 2021,Rainy day funds: days 2022,Rainy day funds: days 2023,Rainy day funds: days 2024,Rainy day funds: days 2025,Rainy day funds: balances 2000,Rainy day funds: balances 2001,Rainy day funds: balances 2002,Rainy day funds: balances 2003,Rainy day funds: balances 2004,Rainy day funds: balances 2005,Rainy day funds: balances 2006,Rainy day funds: balances 2007,Rainy day funds: balances 2008,Rainy day funds: balances 2009,Rainy day funds: balances 2010,Rainy day funds: balances 2011,Rainy day funds: balances 2012,Rainy day funds: balances 2013,Rainy day funds: balances 2014,Rainy day funds: balances 2015,Rainy day funds: balances 2016,Rainy day funds: balances 2017,Rainy day funds: balances 2018,Rainy day funds: balances 2019,Rainy day funds: balances 2020,Rainy day funds: balances 2021,Rainy day funds: balances 2022,Rainy day funds: balances 2023,Rainy day funds: balances 2024,Rainy day funds: balances 2025,Rainy day funds: % of state spending 2000,Rainy day funds: % of state spending 2001,Rainy day funds: % of state spending 2002,Rainy day funds: % of state spending 2003,Rainy day funds: % of state spending 2004,Rainy day funds: % of state spending 2005,Rainy day funds: % of state spending 2006,Rainy day funds: % of state spending 2007,Rainy day funds: % of state spending 2008,Rainy day funds: % of state spending 2009,Rainy day funds: % of state spending 2010,Rainy day funds: % of state spending 2011,Rainy day funds: % of state spending 2012,Rainy day funds: % of state spending 2013,Rainy day funds: % of state spending 2014,Rainy day funds: % of state spending 2015,Rainy day funds: % of state spending 2016,Rainy day funds: % of state spending 2017,Rainy day funds: % of state spending 2018,Rainy day funds: % of state spending 2019,Rainy day funds: % of state spending 2020,Rainy day funds: % of state spending 2021,Rainy day funds: % of state spending 2022,Rainy day funds: % of state spending 2023,Rainy day funds: % of state spending 2024,Rainy day funds: % of state spending 2025
South Dakota,17.33809,50.29152,49.65168,43.98337,64.85605,49.5597,47.44481,44.3286,33.20721,33.86076,34.51308,34.01115,55.23245,44.93569,37.7656,44.94049,39.31499,38.96822,40.46634,42.14539,41.4534,58.34278,75.36105,54.91773,49.86406,73.55616,36600000,110600000,115600000,106500000,158000000,134300000,137200000,132500000,107000000,107000000,107000000,107000000,182600000,158900000,149200000,170700000,157400000,165300000,176400000,189100000,193400000,301800000,422600000,335600000,322600000,492000000,0.0475,0.13778,0.13603,0.1205,0.17769,0.13578,0.12999,0.12145,0.09098,0.09277,0.09456,0.09318,0.15132,0.12311,0.10347,0.12312,0.10771,0.10676,0.11087,0.11547,0.11357,0.15984,0.20647,0.15046,0.13661,0.20152,17.33809,50.29152,49.82349,43.98337,64.85605,49.5597,47.44481,44.3286,33.20721,33.86076,34.51308,34.01115,40.74376,38.09212,35.25971,39.28015,35.79313,37.10586,36.58947,37.84393,37.3595,41.73693,54.76427,39.0937,37.40578,48.26001,36600000,110600000,116000000,106500000,158000000,134300000,137200000,132500000,107000000,107000000,107000000,107000000,134700000,134700000,139300000,149200000,143300000,157400000,159500000,169800000,174300000,215900000,307100000,238900000,242000000,322800000,0.0475,0.13778,0.1365,0.1205,0.17769,0.13578,0.12999,0.12145,0.09098,0.09277,0.09456,0.09318,0.11163,0.10436,0.0966,0.10762,0.09806,0.10166,0.10025,0.10368,0.10235,0.11435,0.15004,0.10711,0.10248,0.13222
Tennessee,11.99226,10.89001,9.20307,11.16627,34.03053,29.54415,43.04777,57.85187,36.51796,21.66668,26.75724,32.08871,36.75001,36.81505,25.25766,40.37663,56.5151,63.81751,51.2058,64.39536,79.66891,150.76905,208.03541,188.86038,71.99965,71.89487,216600000,209300000,189500000,242100000,762200000,737600000,1069000000,1549400000,1097800000,633700000,692800000,878800000,1124500000,1155700000,839800000,1364000000,1957900000,2314600000,1939900000,2516800000,3191100000,5968100000,8982000000,8896100000,4220600000,4555200000,0.03286,0.02984,0.02521,0.03059,0.09323,0.08094,0.11794,0.1585,0.10005,0.05936,0.07331,0.08791,0.10068,0.10086,0.0692,0.11062,0.15484,0.17484,0.14029,0.17643,0.21827,0.41307,0.56996,0.51743,0.19726,0.19697,9.14092,9.26145,8.64457,8.20981,9.68857,11.03099,13.08749,20.27093,24.94851,19.02716,17.49958,10.35544,10.00045,11.34045,13.71457,14.5492,16.39541,18.41791,21.11688,22.38793,29.95917,36.63061,35.90012,38.21323,34.97116,33.93352,165100000,178000000,178000000,178000000,217000000,275400000,325000000,542900000,750000000,556500000,453100000,283600000,306000000,356000000,456000000,491500000,568000000,668000000,800000000,875000000,1200000000,1450000000,1550000000,1800000000,2050000000,2150000000,0.02504,0.02537,0.02368,0.02249,0.02654,0.03022,0.03586,0.05554,0.06835,0.05213,0.04794,0.02837,0.0274,0.03107,0.03757,0.03986,0.04492,0.05046,0.05785,0.06134,0.08208,0.10036,0.09836,0.10469,0.09581,0.09297
Texas,51.12021,52.73276,40.66551,7.71767,22.51956,46.01447,85.12479,100.31237,104.85033,74.89958,85.32852,57.9605,49.57898,104.41054,106.712,124.43912,94.6355,75.97016,72.87992,103.46549,31.95578,154.20929,218.86979,319.15331,224.47024,129.18829,3850500000,4190145000,3330100000,648200000,1813300000,3745600000,7467800000,9926500000,11388900000,8702900000,9226000000,6148100000,6054972000,11675700000,13672000000,16810600000,13992605070,11173400000,11191540000,14820000000,5172800000,21508900000,36857194000,53523508000,52805817740,35009438460,0.14006,0.14447,0.11141,0.02114,0.0617,0.12607,0.23322,0.27483,0.28726,0.2052,0.23378,0.1588,0.13583,0.28606,0.29236,0.34093,0.25928,0.20814,0.19967,0.28347,0.08755,0.42249,0.59964,0.87439,0.61499,0.35394,1.1245,2.47294,11.0392,6.67349,4.54043,0.08477,4.61884,13.25237,40.09739,54.01042,71.14656,47.25382,50.22094,55.17733,52.32182,62.69035,65.70336,69.96375,71.91522,70.50733,55.27272,73.66003,63.03342,84.51736,89.33665,89.60413,84700000,196500000,904000000,560500000,365600000,6900000,405200000,1311400000,4355400000,6275700000,7692600000,5012400000,6133373000,6170200000,6703500000,8468900000,9714760000,10290000000,11043400000,10099200000,8947200000,10274000000,10614691000,14173958000,21016126000,24282311000,0.00308,0.00678,0.03024,0.01828,0.01244,0.00023,0.01265,0.03631,0.10986,0.14797,0.19492,0.12946,0.13759,0.15117,0.14335,0.17175,0.18001,0.19168,0.19703,0.19317,0.15143,0.20181,0.17269,0.23155,0.24476,0.24549
Utah,24.21035,12.85477,2.01441,4.40829,12.37807,23.09639,20.53014,40.58968,26.1121,33.31271,14.95834,22.68077,24.42901,53.4386,38.63514,58.95376,38.10583,33.20505,48.47783,47.62629,52.19645,112.23924,156.85991,136.90354,67.96018,54.93269,223100000,132700000,20600000,42700000,121200000,251700000,254900000,555100000,413800000,439600000,182000000,292700000,323400000,750600000,571800000,932600000,658500000,583235310,895100000,988800000,1043600000,2615943000,4406627590,4381639000,2545900000,1904900000,0.06633,0.03522,0.00552,0.01208,0.03391,0.06328,0.05625,0.1112,0.07154,0.09127,0.04098,0.06214,0.06693,0.14641,0.10585,0.16152,0.1044,0.09097,0.13282,0.13048,0.143,0.3075,0.42975,0.37508,0.18619,0.1505,11.90442,11.65357,1.95574,2.74615,6.83245,13.40637,20.53014,22.91624,26.1121,31.71376,17.25963,18.01599,20.92405,28.69139,29.16216,31.01299,28.53452,28.89325,31.31481,33.57152,37.00666,38.05319,42.23758,37.07417,31.67506,34.21866,109700000,120300000,20000000,26600000,66900000,146100000,254900000,313400000,413800000,418500000,210000000,232500000,277000000,403000000,431600000,490600000,493100000,507500000,578200000,697000000,739900000,886900000,1186570090,1186570000,1186600000,1186600000,0.03261,0.03193,0.00536,0.00752,0.01872,0.03673,0.05625,0.06278,0.07154,0.08689,0.04729,0.04936,0.05733,0.07861,0.0799,0.08497,0.07818,0.07916,0.08579,0.09198,0.10139,0.10426,0.11572,0.10157,0.08678,0.09375
Vermont,17.68196,19.52027,5.35718,9.69936,17.74361,16.10191,16.98132,17.36897,17.57644,19.10495,19.23172,17.08337,16.96758,20.53094,18.73719,19.44909,19.26575,25.26723,31.00026,51.25775,51.7899,80.41144,69.35278,108.92019,70.68449,81.2526,41400000,47100000,12800000,23600000,44500000,45800000,51800000,55200000,57800000,60000000,57300000,54400000,58110000,74430000,71150000,76120000,78040000,106600000,132800000,224200000,228060000,383860000,443360000,625930000,464949000,585130000,0.04844,0.05348,0.01468,0.02657,0.04861,0.04411,0.04652,0.04759,0.04815,0.05234,0.05269,0.0468,0.04649,0.05625,0.05133,0.05329,0.05278,0.06923,0.08493,0.14043,0.14189,0.22031,0.19001,0.29841,0.19366,0.22261,17.68196,17.82105,5.44089,9.69936,17.74361,16.10191,16.98132,17.36897,17.57644,19.10495,19.23172,17.08337,16.96758,20.53094,18.73983,19.44653,19.26822,25.26723,31.00026,51.25775,51.7899,58.70919,41.59665,50.20112,46.61127,45.57466,41400000,43000000,13000000,23600000,44500000,45800000,51800000,55200000,57800000,60000000,57300000,54400000,58110000,74430000,71160000,76110000,78050000,106600000,132800000,224200000,228060000,280260000,265920000,288490000,306600000,328200000,0.04844,0.04882,0.01491,0.02657,0.04861,0.04411,0.04652,0.04759,0.04815,0.05234,0.05269,0.0468,0.04649,0.05625,0.05134,0.05328,0.05279,0.06923,0.08493,0.14043,0.14189,0.16085,0.11396,0.13754,0.1277,0.12486
Virginia,39.71365,20.90924,18.36108,10.04832,18.09235,27.32157,58.50812,30.85711,28.07265,16.85643,10.55455,26.92231,21.84035,28.10756,24.03784,22.89629,16.41173,24.16312,11.63544,17.39173,36.96431,54.37503,101.95952,60.66928,90.33666,47.56137,1227500000,715600000,605800000,333613080,614000000,1038900000,2441600000,1516107180,1327722900,736280660,427580660,1140138510,978400000,1319600000,1166000000,1144200000,858900000,1331600000,651900000,1021800000,2257000000,3385001730,7380193310,5276100000,7682700000,4762900000,0.1088,0.05729,0.0503,0.02753,0.04957,0.07485,0.1603,0.08454,0.07691,0.04618,0.02892,0.07376,0.05984,0.07701,0.06586,0.06273,0.04496,0.0662,0.03188,0.04765,0.10127,0.14897,0.27934,0.16622,0.2475,0.13031,18.59019,20.90924,14.31789,7.45462,10.01857,12.68379,25.51343,24.21583,21.45849,13.16636,7.28682,7.06979,6.76372,9.3699,14.17326,9.35903,4.4999,9.95849,7.84798,13.47868,17.5519,24.02141,36.57175,44.00049,55.18359,47.42756,574600000,715600000,472400000,247500000,340000000,482300000,1064700000,1189800000,1014900000,575100000,295200000,299400000,303000000,439900000,687500000,467700000,235500000,548800000,439700000,791900000,1071700000,1495401730,2647193310,3826500000,4693100000,4749500000,0.05093,0.05729,0.03923,0.02042,0.02745,0.03475,0.0699,0.06634,0.05879,0.03607,0.01996,0.01937,0.01853,0.02567,0.03883,0.02564,0.01233,0.02728,0.0215,0.03693,0.04809,0.06581,0.1002,0.12055,0.15119,0.12994
Washington,44.2621,35.77585,18.01191,13.02791,15.92099,25.97659,18.84369,27.71126,27.28778,5.2613,-11.31491,-2.25061,-5.97225,10.32819,17.88793,32.92904,38.62721,51.69528,60.42278,41.64472,35.58182,49.46701,76.07223,81.6361,65.00801,27.65914,1239284000,1061200000,553400000,404558000,499532000,869650000,703200000,1073800000,1092700000,210700000,-466100000,-91400000,-250000000,438000000,788000000,1504000000,1923000000,2739000000,3385000000,2617000000,2336400000,3364800000,5829300000,6937100000,5770200000,2698600000,0.12127,0.09802,0.04935,0.03569,0.04362,0.07117,0.05163,0.07592,0.07476,0.01441,-0.031,-0.00617,-0.01636,0.0283,0.04901,0.09022,0.10583,0.14163,0.16554,0.1141,0.09748,0.13553,0.20842,0.22366,0.1781,0.07578,26.92815,15.57861,3.77554,0,0,0,0.11255,7.56911,7.57175,0.53437,2.30619,0.01477,3.10557,6.36669,9.41159,11.23178,11.04782,30.91525,24.43686,25.74748,25.62945,-0.01911,4.36783,32.39036,19.92533,12.8159,753955000,462100000,116000000,0,0,0,4200000,293300000,303200000,21400000,95000000,600000,130000000,270000000,414600000,513000000,550000000,1638000000,1369000000,1618000000,1682900000,-1300000,334700000,2752400000,1768600000,1250400000,0.07378,0.04268,0.01034,0,0,0,0.00031,0.02074,0.02074,0.00146,0.00632,0.00004,0.00851,0.01744,0.02579,0.03077,0.03027,0.0847,0.06695,0.07054,0.07022,-0.00005,0.01197,0.08874,0.05459,0.03511
West Virginia,30.56419,32.43036,32.84845,31.58869,41.60891,47.10195,84.84321,93.39755,109.92747,87.42614,109.98452,140.51116,128.89872,121.92591,118.68572,111.1027,100.5573,90.27039,93.78149,100.73258,104.25162,127.98086,227.20488,247.52985,199.88342,192.73956,221000000,240500000,253500000,253800000,344100000,440100000,828000000,947000000,1131500000,953400000,1107916000,1452000000,1462100000,1426600000,1368300000,1288700000,1150100000,1050500000,1087300000,1270500000,1310400000,1674200000,2950800000,3828100000,3471400000,3153800000,0.08374,0.08885,0.09,0.08654,0.114,0.12905,0.23245,0.25588,0.30117,0.23952,0.30133,0.38496,0.35315,0.33404,0.32517,0.30439,0.2755,0.24732,0.25694,0.27598,0.28562,0.35063,0.62248,0.67816,0.54763,0.52805,10.12352,10.66628,7.25646,7.19396,6.48136,8.48713,36.79613,50.78184,56.45502,43.3371,55.19497,63.78162,75.05942,78.15873,82.91433,74.92772,68.08449,56.06131,61.20422,59.6784,68.10087,76.06842,73.67142,60.99499,72.33207,82.34424,73200000,79100000,56000000,57800000,53600000,79300000,359100000,514900000,581100000,472600000,556000000,659100000,851400000,914500000,955900000,869100000,778700000,652400000,709600000,752700000,856000000,995100000,956800000,943300000,1256200000,1347400000,0.02774,0.02922,0.01988,0.01971,0.01776,0.02325,0.10081,0.13913,0.15467,0.11873,0.15122,0.17474,0.20564,0.21413,0.22716,0.20528,0.18653,0.15359,0.16768,0.1635,0.18658,0.20841,0.20184,0.16711,0.19817,0.2256
Wisconsin,27.0645,6.83693,1.7441,-9.318,3.56065,0.12618,1.44994,4.97699,3.59711,2.66641,2.12556,3.20749,15.72704,33.55131,19.81457,9.79156,14.09718,18.39825,19.35019,35.27218,38.26487,80.62692,113.6402,158.2635,103.95854,112.00672,835700000,207500000,53800000,-282200000,105200000,4100000,49200000,178700000,133300000,93100000,74680000,119200000,592500000,1317500000,796600000,415900000,612200000,861900000,908600000,1736000000,1934200000,4311000000,6032800000,8873249000,6521419000,6596554550,0.07415,0.01873,0.00478,-0.02553,0.00976,0.00035,0.00397,0.01364,0.00986,0.00731,0.00582,0.00879,0.04309,0.09192,0.05429,0.02683,0.03862,0.05041,0.05301,0.09664,0.10484,0.2209,0.31134,0.4336,0.28482,0.30687,0,0,0,0,0,0,0,1.5708,0.03508,0.04296,0.04839,0.44668,3.32856,7.11262,6.95724,6.59912,6.47522,6.03883,6.81708,13.18846,15.07092,32.35363,32.65969,32.10572,30.27532,33.80634,0,0,0,0,0,0,0,56400000,1300000,1500000,1700000,16600000,125400000,279300000,279700000,280300000,281200000,282900000,320100000,649100000,761800000,1729900000,1733800000,1800049000,1899200000,1991000000,0,0,0,0,0,0,0,0.0043,0.0001,0.00012,0.00013,0.00122,0.00912,0.01949,0.01906,0.01808,0.01774,0.01654,0.01868,0.03613,0.04129,0.08864,0.08948,0.08796,0.08295,0.09262
Wyoming,151.14382,35.38291,37.80917,116.04796,207.07506,126.7244,134.00966,60.06583,61.60507,84.05429,83.01143,173.72152,176.72468,189.23658,189.13822,314.69412,400.49379,366.9085,366.9085,353.78304,353.78304,349.62411,349.62411,302.18041,302.18041,320.16565,214500000,70000000,74800000,250600000,257000000,451000000,456000000,300000000,306000000,403000000,398000000,752000000,765000000,927000000,926000000,1811000000,1811000000,1538000000,1538000000,1577000000,1577000000,1478000000,1478000000,1496000000,1496000000,1721000000,0.41409,0.09694,0.10359,0.31794,0.56733,0.34719,0.36715,0.16456,0.16878,0.23029,0.22743,0.47595,0.48418,0.51846,0.51819,0.86218,1.09724,1.00523,1.00523,0.96927,0.96927,0.95787,0.95787,0.82789,0.82789,0.87717,27.26931,32.75447,32.85556,114.38087,199.01766,125.31948,131.07085,59.06473,59.59184,83.01143,83.01143,173.72152,176.72468,189.23658,189.13822,314.69412,400.49379,366.9085,366.9085,353.78304,353.78304,349.62411,349.62411,302.18041,302.18041,320.16565,38700000,64800000,65000000,247000000,247000000,446000000,446000000,295000000,296000000,398000000,398000000,752000000,765000000,927000000,926000000,1811000000,1811000000,1538000000,1538000000,1577000000,1577000000,1478000000,1478000000,1496000000,1496000000,1721000000,0.07471,0.08974,0.09002,0.31337,0.54525,0.34334,0.3591,0.16182,0.16327,0.22743,0.22743,0.47595,0.48418,0.51846,0.51819,0.86218,1.09724,1.00523,1.00523,0.96927,0.96927,0.95787,0.95787,0.82789,0.82789,0.87717
50-state,31.9978,26.09135,10.53868,9.69517,19.15027,32.91086,43.07583,41.34634,30.2665,16.7272,16.38229,23.24467,28.86249,36.34215,26.61885,33.59561,35.54947,30.35225,42.79473,51.07733,46.39781,99.00223,144.20369,127.61193,108.82139,91.62318,48237394000,38831885000,18657200000,16948298080,28717582050,49976755560,69532366110,69246089210,60072133730,31636862050,32117180560,46253046880,55840236820,74466071610,74067990420,82613897610,81627950700,79432781450,98990688800,1.21691E+11,1.11256E+11,2.41348E+11,3.98812E+11,4.37316E+11,3.96778E+11,3.46874E+11,0.08767,0.07148,0.02887,0.02656,0.05247,0.09017,0.11802,0.11328,0.08292,0.04583,0.04488,0.06368,0.07908,0.09957,0.07293,0.09204,0.0974,0.08316,0.11725,0.13994,0.12712,0.27124,0.39508,0.34962,0.29814,0.25102,15.0645,16.84208,6.04319,2.63535,6.73132,8.97834,16.61945,17.29705,17.64593,9.95816,5.97986,6.42787,9.07438,12.98696,16.51484,17.95184,19.4898,20.48997,23.89923,28.94326,30.80492,37.55297,41.91712,46.22318,54.54114,47.84379,28088761000,22003300000,10918300000,8402000000,12340990000,25022600000,31900300000,31136900000,33222952000,29309568000,27291480310,29044600000,36948411290,41847602560,48104492000,48161449000,51992348490,55686914960,68051067990,78759308930,76969726100,1.21826E+11,1.64305E+11,1.82829E+11,1.82811E+11,1.74226E+11,0.04127,0.04614,0.01656,0.00722,0.01844,0.0246,0.04553,0.04739,0.04835,0.02728,0.01638,0.01761,0.02486,0.03558,0.04525,0.04918,0.0534,0.05614,0.06548,0.0793,0.0844,0.10288,0.11484,0.12664,0.14943,0.13108
Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,94.02899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,78.54011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.57466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South,,,,,,,,,,,,,,,,,,,,,,,,,,123.79586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.85691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West,,,,,,,,,,,,,,,,,,,,,,,,,,105.97203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.08589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
